Year,Month,Day,Name,Location,Country,Latitude,Longitude,Elevation (m),Type,VEI,Agent,Deaths,Death Description,Missing,Missing Description,Injuries,Injuries Description,Damage ($Mil),Damage Description,Houses Destroyed,Houses Destroyed Description,Total Deaths,Total Death Description,Total Missing,Total Missing Description,Total Injuries,Total Injuries Description,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Destroyed Description
1902,10,25,Santa Maria,Guatemala,Guatemala,14.757,-91.552,3745,Stratovolcano,6,"T,G",2500,4,,,,,,2,,2,10000,4,,,,,,2,,2
1902,12,,Merapi,Java,Indonesia,-7.54,110.446,2910,Stratovolcano,2,P,16,1,,,45,1,,,,2,16,1,,,45,1,,,,2
1903,8,30,Okataina,New Zealand,New Zealand,-38.12,176.5,1111,Lava dome,1,T,4,1,,,,,,,,,4,1,,,,,,,,
1903,,,Karthala,Indian O-W,Comoros,-11.75,43.38,2361,Shield volcano,,G,17,1,,,,,,,,,17,1,,,,,,,,
1904,2,25,Karthala,Indian O-W,Comoros,-11.75,43.38,2361,Shield volcano,2,L,1,1,,,,,,1,,,1,1,,,,,,1,,
1905,3,10,Vesuvius,Italy,Italy,40.821,14.426,1281,Complex volcano,2,T,1,1,,,1,1,,,,,1,1,,,1,1,,,,
1905,8,4,Savai'i,Samoa-SW Pacific,Samoa,-13.612,-172.525,1858,Shield volcano,2,,,,,,,,,3,,3,,,,,,,,3,,3
1906,4,4,Vesuvius,Italy,Italy,40.821,14.426,1281,Complex volcano,3,"T,L",350,3,,,300,3,,,,,350,3,,,300,3,,,,
1906,11,28,Savai'i,Samoa-SW Pacific,Samoa,-13.612,-172.525,1858,Shield volcano,2,W,,,,,,,,,,,,,,,,,,,,
1907,6,8,Savai'i,Samoa-SW Pacific,Samoa,-13.612,-172.525,1858,Shield volcano,2,W,,,,,,,,,,,,,,,,,,,,
1907,6,19,Savai'i,Samoa-SW Pacific,Samoa,-13.612,-172.525,1858,Shield volcano,2,W,,,,,,,,,,,,,,,,,,,,
1907,6,27,Savai'i,Samoa-SW Pacific,Samoa,-13.612,-172.525,1858,Shield volcano,2,W,,,,,,,,,,,,,,,,,,,,
1907,7,9,Savai'i,Samoa-SW Pacific,Samoa,-13.612,-172.525,1858,Shield volcano,2,W,,,,,,,,,,,,,,,,,,,,
1907,7,25,Savai'i,Samoa-SW Pacific,Samoa,-13.612,-172.525,1858,Shield volcano,2,W,,,,,,,,,,,,,,,,,,,,
1907,7,,Unnamed,Tonga-SW Pacific,Tonga,-21.338,-175.65,-68,Submarine volcano,0,,,,,,,,,,,,,,,,,,,,,
1907,8,4,Alayta,Africa-NE,Ethiopia,12.888,40.573,1496,Shield volcano,2,,,1,,,,,,,,,,1,,,,,,,,
1907,9,28,Lewotobi,Lesser Sunda Is,Indonesia,-8.542,122.775,1703,Stratovolcano,2,,1,1,,,,1,,,,,1,1,,,,1,,,,
1907,10,6,Savai'i,Samoa-SW Pacific,Samoa,-13.612,-172.525,1858,Shield volcano,,,,,,,,,,3,,3,,,,,,,,3,,3
1909,4,28,Cameroon,Africa-W,Cameroon,4.203,9.17,4095,Stratovolcano,2,,,,,,,,,,,,,,,,,,,,,
1909,9,,Semeru,Java,Indonesia,-8.108,112.922,3657,Stratovolcano,2,m,221,3,,,,,,1,,,221,3,,,,,,1,,
1910,3,20,Taupo,New Zealand,New Zealand,-38.82,176,760,Caldera,,m,1,1,,,,,,,,,1,1,,,,,,,,
1910,7,25,Toya,Hokkaido-Japan,Japan,42.544,140.839,733,Stratovolcano,2,M,1,1,,,,,,,,,1,1,,,,,,,,
1911,1,30,Taal,Luzon-Philippines,Philippines,14.002,120.993,311,Stratovolcano,3,"P,W",1335,4,,,199,3,,3,543,3,1335,4,,,199,3,,3,543,3
1911,5,8,Asamayama,Honshu-Japan,Japan,36.406,138.523,2568,Complex volcano,2,T,1,1,,,2,1,,,60,2,1,1,,,2,1,,,60,2
1911,8,15,Asamayama,Honshu-Japan,Japan,36.406,138.523,2568,Complex volcano,2,T,2,1,,,36,1,,,,,2,1,,,36,1,,,,
1911,11,3,Piparo,Trinidad,Trinidad,10,-61,140,Mud volcano,,,,,,,,,,,,,,,,,,,,,,
1911,11,8,Semeru,Java,Indonesia,-8.108,112.922,3657,Stratovolcano,3,,,,,,,,,1,,,,,,,,,,1,,
1912,9,6,Novarupta,Alaska Peninsula,United States,58.27,-155.157,841,Caldera,6,T,2,1,,,,,,,,,2,1,,,,,,,,
1912,12,3,Nyamulagira,Africa-C,"Congo, DRC",-1.408,29.2,3058,Shield volcano,3,L,20,1,,,,,,,,,20,1,,,,,,,,
1913,1,20,Colima,Mexico,Mexico,19.514,-103.62,3850,Stratovolcano,4,"P,m",13,1,,,,,,,,,13,1,,,,,,,,
1913,3,14,Awu,Sangihe Is-Indonesia,Indonesia,3.689,125.447,1318,Stratovolcano,2,,,,,,,,,,,,138,3,,,,2,,2,,3
1913,5,29,Asamayama,Honshu-Japan,Japan,36.406,138.523,2568,Complex volcano,1,T,1,1,,,1,1,,,,,1,1,,,1,1,,,,
1913,6,23,Semeru,Java,Indonesia,-8.108,112.922,3657,Stratovolcano,2,,,,,,,,,1,,,,,,,,,,1,,
1913,12,6,Ambrym,Vanuatu-SW Pacific,Vanuatu,-16.25,168.12,1334,Pyroclastic shield,3,T,21,1,,,,,,3,,,21,1,,,,,,3,,
1914,1,12,Aira,Kyushu-Japan,Japan,31.593,130.657,1117,Stratovolcano,4,"I,S,A,T",28,1,,,,3,0.04,1,2148,4,63,2,,,112,3,19,3,2268,4
1914,1,18,Witori,New Britain-SW Pac,Papua New Guinea,-5.576,150.516,724,Caldera,3,I,,1,,,,,,,,,,1,,,,,,,,
1914,9,10,Whakaari/White Island,New Zealand,New Zealand,-37.52,177.18,294,Stratovolcano,,A,11,1,,,,,,,,,11,1,,,,,,,,
1914,,,Ambae,Vanuatu-SW Pacific,Vanuatu,-15.389,167.835,1496,Shield volcano,,L,100,2,,,,,,,,,100,2,,,,,,,,
1916,3,3,Tungurahua,Ecuador,Ecuador,-1.467,-78.442,5023,Stratovolcano,4,,,,,,,,,,,,,,,,,,,,,
1916,7,3,Stromboli,Italy,Italy,38.789,15.213,924,Stratovolcano,3,,,,,,,,,,,,,,,,,,,1,,
1917,1,1,"Lengai, Ol Doinyo",Africa-E,Tanzania,-2.764,35.914,2962,Stratovolcano,3,,,,,,,,,1,,,,,,,,,,1,,
1917,4,1,Okataina,New Zealand,New Zealand,-38.12,176.5,1111,Lava dome,1,T,2,1,,,3,1,,,,,2,1,,,3,1,,,,
1917,4,,Calbuco,Chile-S,Chile,-41.33,-72.618,1974,Stratovolcano,3,,,,,,,,,,,,,,,,,,,,,
1917,6,7,San Salvador,El Salvador,El Salvador,13.734,-89.294,1893,Stratovolcano,3,"S,L",325,3,,,,,,,,,325,3,,,,,,,,
1918,7,18,Banua Wuhu,Sangihe Is-Indonesia,Indonesia,3.138,125.491,-5,Submarine volcano,3,,,,,,,,,,,,,,,,,,,,,
1918,10,12,Katla,Iceland-S,Iceland,63.633,-19.083,1490,Subglacial volcano,4,,,,,,,,,1,,,,,,,,,,1,,
1919,2,19,Popocatepetl,Mexico,Mexico,19.023,-98.622,5393,Stratovolcano,1,A,,2,,,,,,,,,,2,,,,,,,,
1919,4,3,Banua Wuhu,Sangihe Is-Indonesia,Indonesia,3.138,125.491,-5,Submarine volcano,3,,,,,,,,,1,,1,,,,,,,,1,,1
1919,5,19,Kelud,Java,Indonesia,-7.935,112.314,1730,Stratovolcano,4,M,5110,4,,,,,,,9000,4,5110,4,,,,,,,9000,4
1919,5,22,Stromboli,Italy,Italy,38.789,15.213,924,Stratovolcano,3,T,4,1,,,,3,,1,10,1,4,1,,,,3,,1,10,1
1919,7,6,Nasudake,Honshu-Japan,Japan,37.125,139.963,1915,Stratovolcano,,G,2,1,,,,,,,,,2,1,,,,,,,,
1919,9,29,Mauna Loa,Hawaiian Is,United States,19.475,-155.608,4170,Shield volcano,0,,,,,,,,,,,,,,,,,,,,,
1920,7,25,Merapi,Java,Indonesia,-7.54,110.446,2910,Stratovolcano,3,P,33,1,,,,,,,,,33,1,,,,,,,,
1920,10,29,Izalco,El Salvador,El Salvador,13.813,-89.633,1950,Stratovolcano,3,P,,1,,,,,,,,,,1,,,,,,,,
1921,11,26,Nasudake,Honshu-Japan,Japan,37.125,139.963,1915,Stratovolcano,,G,1,1,,,,,,,,,1,1,,,,,,,,
1923,3,2,"Cendres, Ile des",SE Asia,Vietnam,10.158,109.014,-20,Submarine volcanoes,2,L,,,,,,,,,,,,,,,,,,1,,
1923,3,11,Papandayan,Java,Indonesia,-7.32,107.73,2665,Stratovolcano,1,G,1,1,,,,,,,,,1,1,,,,,,,,
1923,6,,Tangkuban Parahu,Java,Indonesia,-6.77,107.6,2084,Stratovolcano,,G,3,1,,,,,,,,,3,1,,,,,,,,
1923,7,1,Kirishimayama,Kyushu-Japan,Japan,31.934,130.862,1700,Shield volcano,2,,1,1,,,,,,,,,1,1,,,,,,,,
1924,5,10,Kilauea,Hawaiian Is,United States,19.421,-155.287,1222,Shield volcano,2,T,1,1,,,,,,,,,1,1,,,,,,,,
1926,5,24,Tokachidake,Hokkaido-Japan,Japan,43.418,142.686,2077,Stratovolcano,3,"M,T",144,3,,,207,3,,,5080,4,144,3,,,207,3,,,5080,4
1926,9,8,Tokachidake,Hokkaido-Japan,Japan,43.418,142.686,2077,Stratovolcano,3,,,,2,1,,,,,,,,,2,1,,,,,,
1927,9,5,Esjufjoll,Iceland-SE,Iceland,64.25,-16.583,1620,Stratovolcano,1,M,1,1,,,,,,,,,1,1,,,,,,,,
1928,1,23,Santorini,Greece,Greece,36.404,25.396,367,Shield volcano,2,S,48,1,,,,,,,,,48,1,,,,,,,,
1928,1,,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,3,P,,1,,,,,,,,,,1,,,,,,,,
1928,3,26,Krakatau,Indonesia,Indonesia,-6.102,105.423,155,Caldera,2,,,,,,,,,,,,,,,,,,,,,
1928,5,13,Dieng Volcanic Complex,Java,Indonesia,-7.2,109.879,2565,Complex volcano,2,T,40,1,,,,,,,,,40,1,,,,,,,,
1928,8,4,Paluweh,Lesser Sunda Is,Indonesia,-8.32,121.708,875,Stratovolcano,3,"W,T",98,2,,,,,,1,,,226,3,,,200,3,,2,,2
1928,11,2,Etna,Italy,Italy,37.748,14.999,3357,Stratovolcano,1,L,5,1,,,,,,,,,5,1,,,,,,,,
1929,1,6,Calbuco,Chile-S,Chile,-41.33,-72.618,1974,Stratovolcano,3,,,,,,,,,,,,,,,,,,,,,
1929,6,17,Hokkaido-Komagatake,Hokkaido-Japan,Japan,42.063,140.677,1131,Stratovolcano,4,T,2,1,,,4,1,,,1915,4,2,1,,,4,1,,,1915,4
1929,8,2,Etna,Italy,Italy,37.748,14.999,3357,Stratovolcano,2,T,2,1,,,,,,,,,2,1,,,,,,,,
1929,11,2,Santa Maria,Guatemala,Guatemala,14.757,-91.552,3745,Stratovolcano,3,"P,M",200,3,,,,,,,,,200,3,,,,,,,,
1930,3,17,Krakatau,Indonesia,Indonesia,-6.102,105.423,155,Caldera,2,,,,,,,,,,,,,,,,,,,,,
1930,8,20,Asamayama,Honshu-Japan,Japan,36.406,138.523,2568,Complex volcano,3,T,6,1,,,,,,,,,6,1,,,,,,,,
1930,9,11,Stromboli,Italy,Italy,38.789,15.213,924,Stratovolcano,3,"P,W,T",5,1,,,20,1,,2,,,6,1,,,20,1,,2,,
1930,12,18,Merapi,Java,Indonesia,-7.54,110.446,2910,Stratovolcano,3,"P,M",1369,4,,,,,,3,1109,4,1369,4,,,,,,3,1109,4
1931,8,20,Asamayama,Honshu-Japan,Japan,36.406,138.523,2568,Complex volcano,3,,3,1,,,,,,,,,3,1,,,,,,,,
1932,1,21,Fuego,Guatemala,Guatemala,14.473,-90.88,3763,Stratovolcano,4,,,1,,,,,,,,,,1,,,,,,,,
1932,2,,Merapi,Java,Indonesia,-7.54,110.446,2910,Stratovolcano,,m,,1,,,,,,,,,,1,,,,,,,,
1932,10,1,Kusatsu-Shiranesan,Honshu-Japan,Japan,36.618,138.528,2165,Stratovolcano,3,M,2,1,,,7,1,,,,,2,1,,,7,1,,,,
1933,1,8,Kharimkotan,Kuril Is,Russia,49.12,154.508,1145,Stratovolcano,5,W,,,,,,,,,,,2,1,,,,,,,,
1933,5,10,Hakoneyama,Honshu-Japan,Japan,35.233,139.021,1438,Complex volcano,,G,1,1,,,,,,,,,1,1,,,,,,,,
1933,12,24,Kuchinoerabujima,Ryukyu Is,Japan,30.443,130.217,657,Stratovolcano,4,T,8,1,,,26,1,,,,,8,1,,,26,1,,,,
1933,12,25,Bulusan,Luzon-Philippines,Philippines,12.769,124.056,1535,Stratovolcano,2,,,,,,,,,,,,9,1,,,,,,3,,
1934,,,Hood,US-Oregon,United States,45.374,-121.695,3426,Stratovolcano,,G,1,1,,,,,,,,,1,1,,,,,,,,
1936,7,29,Asamayama,Honshu-Japan,Japan,36.406,138.523,2568,Complex volcano,3,"P,T",2,1,,,,,,,,,2,1,,,,,,,,
1936,8,14,Dona Juana,Colombia,Colombia,1.5,-76.936,4137,Stratovolcano,,"A,F",18,1,,,,,,,,,18,1,,,,,,,,
1937,2,9,Llaima,Chile-C,Chile,-38.692,-71.729,3125,Stratovolcano,2,F,3,1,,,,,,1,,,3,1,,,,,,1,,
1937,5,29,Rabaul,New Britain-SW Pac,Papua New Guinea,-4.271,152.203,688,Pyroclastic shield,4,"P,T,W,I",507,3,,,,,,1,,1,507,3,,,,,,1,,1
1938,1,28,Nyamulagira,Africa-C,"Congo, DRC",-1.408,29.2,3058,Shield volcano,1,,,,,,,,,1,,,,,,,,,,1,,
1938,5,9,Bandaisan,Honshu-Japan,Japan,37.601,140.072,1816,Stratovolcano,,m,2,1,,,,,,,,,2,1,,,,,,,,
1938,6,5,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,2,,,1,,,,,,,,,,1,,,,,,,,
1938,7,16,Asamayama,Honshu-Japan,Japan,36.406,138.523,2568,Complex volcano,1,T,,1,,,,,,,,,,1,,,,,,,,
1939,7,24,Kick 'em Jenny,W Indies,Netherlands,12.3,-61.64,-185,Submarine volcano,1,T,,,,,,,,,,,,,,,,,,,,
1939,8,17,Izu-Torishima,Izu Is-Japan,Japan,30.484,140.303,394,Stratovolcano,2,,2,1,,,,,,,,,2,1,,,,,,,,
1939,10,13,Dieng Volcanic Complex,Java,Indonesia,-7.2,109.879,2565,Complex volcano,1,T,10,1,,,,,,1,,,10,1,,,,,,1,,
1940,6,20,Karangetang,Sangihe Is-Indonesia,Indonesia,2.781,125.407,1797,Stratovolcano,2,,1,1,,,2,1,,,,,1,1,,,2,1,,,,
1940,7,12,Miyakejima,Izu Is-Japan,Japan,34.094,139.526,775,Stratovolcano,2,L,11,1,,,20,1,,,24,1,11,1,,,20,1,,,24,1
1940,7,24,"Lengai, Ol Doinyo",Africa-E,Tanzania,-2.764,35.914,2962,Stratovolcano,2,,,,,,,,,1,,,,,,,,,,1,,
1941,7,13,Asamayama,Honshu-Japan,Japan,36.406,138.523,2568,Complex volcano,2,T,1,1,,,1,1,,,,,1,1,,,1,1,,,,
1941,9,21,Semeru,Java,Indonesia,-8.108,112.922,3657,Stratovolcano,2,,,,,,,,,1,,,,,,,,,,1,,
1943,2,20,Michoacan-Guanajuato,Mexico,Mexico,19.85,-101.75,3860,Cinder cone,4,"E,I",3,1,,,,,,,,,103,1,,,,,,,,
1943,4,13,"Azul, Cerro",Galapagos,Ecuador,-0.92,-91.408,1640,Shield volcano,3,T,1,1,,,,,,,,,1,1,,,,,,,,
1944,3,27,Vesuvius,Italy,Italy,40.821,14.426,1281,Complex volcano,2,"T,L,I",27,1,,,,,,,,,27,1,,,,,,,,
1944,6,10,Cleveland,Aleutian Is,United States,52.825,-169.944,1730,Stratovolcano,3,T,1,1,,,,,,,,,1,1,,,,,,,,
1944,7,11,Toya,Hokkaido-Japan,Japan,42.544,140.839,733,Stratovolcano,,P,1,1,,,,,,,,,1,1,,,,,,,,
1944,8,20,Stromboli,Italy,Italy,38.789,15.213,924,Stratovolcano,2,W,,,,,,,,,,,,,,,,,,1,1,1
1944,8,26,Toya,Hokkaido-Japan,Japan,42.544,140.839,733,Stratovolcano,2,G,1,1,,,,,,,1,1,1,1,,,,,,,1,1
1944,12,4,Dieng Volcanic Complex,Java,Indonesia,-7.2,109.879,2565,Complex volcano,2,T,117,3,,,250,3,,,,,117,3,,,250,3,,,,
1944,12,28,Toya,Hokkaido-Japan,Japan,42.544,140.839,733,Stratovolcano,2,T,1,1,,,,,,,,,1,1,,,,,,,,
1946,1,,Aira,Kyushu-Japan,Japan,31.593,130.657,1117,Stratovolcano,2,,1,1,,,,,,,,,1,1,,,,,,,,
1946,2,,Semeru,Java,Indonesia,-8.108,112.922,3657,Stratovolcano,2,F,6,1,,,,,,2,81,2,6,1,,,,,,2,81,2
1946,10,29,Semeru,Java,Indonesia,-8.108,112.922,3657,Stratovolcano,2,,,,,,,,,1,,,,,,,,,,1,,
1946,11,13,Sarychev Peak,Kuril Is,Russia,48.092,153.2,1496,Stratovolcano,4,,,,,,,,,,,,,,,,,,,,,
1947,1,7,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,2,,,1,,,,,,,,,,1,,,,,,,,
1947,8,14,Asamayama,Honshu-Japan,Japan,36.406,138.523,2568,Complex volcano,2,,11,1,,,,,,,,,11,1,,,,,,,,
1947,9,16,Akagisan,Honshu-Japan,Japan,36.56,139.193,1828,Stratovolcano,,m,699,3,,,,,,,,,699,3,,,,,,,,
1947,11,2,Hekla,Iceland-S,Iceland,63.983,-19.666,1490,Stratovolcano,4,L,1,1,,,,,,,,,1,1,,,,,,,,
1948,4,7,Iliwerung,Lesser Sunda Is,Indonesia,-8.532,123.573,583,Complex volcano,2,,,,,,,,,2,,,,,,,,,,2,,
1949,1,1,Villarrica,Chile-C,Chile,-39.42,-71.93,2847,Stratovolcano,3,M,54,2,,,,,,2,,,54,2,,,,,,2,,
1949,5,26,Purace,Colombia,Colombia,2.32,-76.4,4650,Stratovolcano,2,T,17,1,,,,,,,,,17,1,,,,,,,,
1949,6,,Camiguin,Mindanao-Philippines,Philippines,9.203,124.673,1552,Stratovolcano,3,P,2,1,,,,,,,,,2,1,,,,,,,,
1950,8,28,Semeru,Java,Indonesia,-8.108,112.922,3657,Stratovolcano,1,P,6,1,,,,,,,,,6,1,,,,,,,,
1950,9,15,Camiguin,Mindanao-Philippines,Philippines,9.203,124.673,1552,Stratovolcano,3,P,68,2,,,,,,,,,68,2,,,,,,,,
1950,9,23,Asamayama,Honshu-Japan,Japan,36.406,138.523,2568,Complex volcano,2,T,1,1,,,1,1,,,,1,1,1,,,1,1,,,,1
1951,1,21,Lamington,New Guinea,Papua New Guinea,-8.95,148.15,1680,Stratovolcano,4,P,2942,4,,,,2,,,,,2942,4,,,,2,,,,
1951,8,3,Cosiguina,Nicaragua,Nicaragua,12.98,-87.57,872,Stratovolcano,,,,,,,,,,,,,,,,,,,,3,,2
1951,8,31,Kelud,Java,Indonesia,-7.935,112.314,1730,Stratovolcano,3,,7,1,,,,,,,,,7,1,,,,,,,,
1951,11,5,Hakoneyama,Honshu-Japan,Japan,35.233,139.021,1438,Complex volcano,,G,2,1,,,,,,,,,2,1,,,,,,,,
1951,12,4,Camiguin,Mindanao-Philippines,Philippines,9.203,124.673,1552,Stratovolcano,3,P,500,3,1500,4,,,,,,,500,3,1500,4,,,,,,
1951,,,Kavachi,Solomon Is-SW Pacifi,Solomon Is.,-8.991,157.979,-20,Submarine volcano,2,,,,,,,,,,,,,,,,,,,,,
1952,3,27,Hakoneyama,Honshu-Japan,Japan,35.233,139.021,1438,Complex volcano,,G,1,1,,,,,,,,,1,1,,,,,,,,
1952,9,16,Kita-Bayonnaise,Izu Is-Japan,Japan,32.1,139.85,-360,Submarine volcano,2,,,,,,,,,,,,,,,,,,,,,
1952,9,23,Kita-Bayonnaise,Izu Is-Japan,Japan,32.1,139.85,-360,Submarine volcano,2,,,,,,,,,,,,,,,,,,,,,
1952,9,24,Kita-Bayonnaise,Izu Is-Japan,Japan,32.1,139.85,-360,Submarine volcano,2,P,31,1,,,,,,1,,,31,1,,,,,,1,,
1952,9,26,Kita-Bayonnaise,Izu Is-Japan,Japan,32.1,139.85,-360,Submarine volcano,2,,,,,,,,,,,,,,,,,,,,,
1952,,,Ambalatungan Group,Luzon-Philippines,Philippines,17.32,121.1,2329,Compound volcano,1,,12,1,,,,,,,,,12,1,,,,,,,,
1953,3,11,Kita-Bayonnaise,Izu Is-Japan,Japan,32.1,139.85,-360,Submarine volcano,2,,,,,,,,,,,,,,,,,,,,,
1953,3,23,Merapi,Java,Indonesia,-7.54,110.446,2910,Stratovolcano,3,P,64,2,,,57,2,,2,144,3,64,2,,,57,2,,2,144,3
1953,3,25,Kita-Bayonnaise,Izu Is-Japan,Japan,32.1,139.85,-360,Submarine volcano,2,,,,,,,,,,,,,,,,,,,,,
1953,4,27,Asosan,Kyushu-Japan,Japan,32.884,131.104,1592,Caldera,2,T,6,1,,,,,,,,,6,1,,,,,,,,
1953,6,27,St. Andrew Strait,Admiralty Is-SW Paci,Papua New Guinea,-2.38,147.35,270,Complex volcano,0,,,,,,,,,,,,,,,,,,,1,,
1953,6,,Sirung,Lesser Sunda Is,Indonesia,-8.508,124.13,862,Complex volcano,0,,5,1,,,1,1,,,,,5,1,,,1,1,,,,
1953,7,26,Hakoneyama,Honshu-Japan,Japan,35.233,139.021,1438,Complex volcano,,A,10,1,,,,,,,,,10,1,,,,,,,,
1953,10,5,Izu-Oshima,Izu Is-Japan,Japan,34.724,139.394,746,Stratovolcano,1,,1,1,,,,,,,,,1,1,,,,,,,,
1953,12,24,Ruapehu,New Zealand,New Zealand,-39.28,175.57,2797,Stratovolcano,,m,151,3,,,,,,,,,151,3,,,,,,,,
1954,2,,Stromboli,Italy,Italy,38.789,15.213,924,Stratovolcano,,,,,,,,,,,,,,,,,,,,,,
1954,7,21,Midagahara,Honshu-Japan,Japan,36.571,137.59,2621,Stratovolcano,,G,1,1,,,,,,,,,1,1,,,,,,,,
1954,8,3,Bam,New Guinea-NE of,Papua New Guinea,-3.613,144.818,685,Stratovolcano,2,I,,,,,,2,,,,,25,1,,,,2,,,,
1954,,,Camiguin,Mindanao-Philippines,Philippines,9.203,124.673,1552,Stratovolcano,,m,2,1,,,,,,,,,2,1,,,,,,,,
1955,7,26,Carran-Los Venados,Chile-C,Chile,-40.35,-72.07,1114,Pyroclastic cone,4,G,2,1,,,,,,,,,2,1,,,,,,,,
1955,10,13,Aira,Kyushu-Japan,Japan,31.593,130.657,1117,Stratovolcano,3,,,1,,,,,,,,,,1,,,,,,,,
1956,3,30,Bezymianny,Kamchatka,Russia,55.972,160.595,2882,Stratovolcano,5,,,,,,,,,,,,,,,,,,,,,
1957,3,11,Vsevidof,Aleutian Is,United States,53.13,-168.693,2149,Stratovolcano,2,,,,,,,,,,,,,,,,,,,,,
1957,7,,Unzendake,Kyushu-Japan,Japan,32.761,130.299,1483,Complex volcano,,m,13,1,,,,,,,,,13,1,,,,,,,,
1957,10,13,Izu-Oshima,Izu Is-Japan,Japan,34.724,139.394,746,Stratovolcano,2,T,1,1,,,53,2,,,,,1,1,,,53,2,,,,
1957,10,,Asosan,Kyushu-Japan,Japan,32.884,131.104,1592,Caldera,2,T,12,1,,,,,,,,,12,1,,,,,,,,
1958,7,12,Mahawu,Sulawesi-Indonesia,Indonesia,1.352,124.865,1299,Stratovolcano,2,M,1,1,,,10,1,,,,,1,1,,,10,1,,,,
1958,7,21,Taisetsuzan,Hokkaido-Japan,Japan,43.664,142.854,2291,Stratovolcano,,G,2,1,,,,,,,,,2,1,,,,,,,,
1958,10,7,Kuwae,Vanuatu-SW Pacific,Vanuatu,-16.829,168.536,-2,Caldera,2,,,,,,,,,,,,,,,,,,,,,
1960,5,25,Puyehue-Cordon Caulle,Chile-C,Chile,-40.59,-72.117,2236,Stratovolcano,3,,,,,,,,,,,,,,,,,,,,,
1961,1,25,Calbuco,Chile-S,Chile,-41.33,-72.618,1974,Stratovolcano,3,,,,,,,,,1,,,,,,,,,,,,
1961,4,23,Midagahara,Honshu-Japan,Japan,36.571,137.59,2621,Stratovolcano,,G,1,1,,,,,,,,,1,1,,,,,,,,
1961,5,8,Merapi,Java,Indonesia,-7.54,110.446,2910,Stratovolcano,3,P,6,1,,,6,1,,2,,3,6,1,,,6,1,,2,,3
1961,6,18,Taisetsuzan,Hokkaido-Japan,Japan,43.664,142.854,2291,Stratovolcano,,G,2,1,,,,,,,,,2,1,,,,,,,,
1961,8,18,Asamayama,Honshu-Japan,Japan,36.406,138.523,2568,Complex volcano,2,T,1,1,,,,,,,,,1,1,,,,,,,,
1962,6,29,Tokachidake,Hokkaido-Japan,Japan,43.418,142.686,2077,Stratovolcano,3,T,5,1,,,11,1,,,,,5,1,,,11,1,,,,
1962,10,,Merapi,Java,Indonesia,-7.54,110.446,2910,Stratovolcano,,m,2,1,,,,,,,,,2,1,,,,,,,,
1962,12,31,Gamalama,Halmahera-Indonesia,Indonesia,0.8,127.33,1715,Stratovolcano,2,,5,1,,,5,1,,,,,5,1,,,5,1,,,,
1963,3,17,Irazu,Costa Rica,Costa Rica,9.979,-83.852,3436,Stratovolcano,3,T,15,1,,,,,,,,,15,1,,,,,,,,
1963,3,18,Agung,Lesser Sunda Is,Indonesia,-8.343,115.508,2997,Stratovolcano,5,"P,T,M,A",1028,4,,3,624,3,,,,,1028,4,,3,624,3,,,,
1963,5,5,Semeru,Java,Indonesia,-8.108,112.922,3657,Stratovolcano,2,T,1,1,,,,,,,,,1,1,,,,,,,,
1963,5,16,Agung,Lesser Sunda Is,Indonesia,-8.343,115.508,2997,Stratovolcano,3,,120,2,,,,,,,,,120,2,,,,,,,,
1963,5,21,Villarrica,Chile-C,Chile,-39.42,-71.93,2847,Stratovolcano,2,M,,1,,,,,,,,,,1,,,,,,,,
1963,9,5,Batur,Lesser Sunda Is,Indonesia,-8.242,115.375,1717,Caldera,2,,2,1,,,,,,,,1,2,1,,,,,,,,1
1963,9,28,Fuego,Guatemala,Guatemala,14.473,-90.88,3763,Stratovolcano,3,M,7,1,,,,,,,,,7,1,,,,,,,,
1963,12,10,Irazu,Costa Rica,Costa Rica,9.979,-83.852,3436,Stratovolcano,3,"M,T",40,1,,,,1,,2,400,3,40,1,,,,1,,2,400,3
1964,1,1,Paluweh,Lesser Sunda Is,Indonesia,-8.32,121.708,875,Stratovolcano,2,,1,1,,,3,1,,,,,1,1,,,3,1,,,,
1964,3,3,Villarrica,Chile-C,Chile,-39.42,-71.93,2847,Stratovolcano,2,M,25,1,,,,,,,,,25,1,,,,,,,,
1964,12,13,Dieng Volcanic Complex,Java,Indonesia,-7.2,109.879,2565,Complex volcano,1,,114,3,,,,,,,,,114,3,,,,,,,,
1965,9,28,Taal,Luzon-Philippines,Philippines,14.002,120.993,311,Stratovolcano,4,"P,W",355,3,,,,,,1,,1,355,3,,,,,,1,,1
1965,10,24,Kick 'em Jenny,W Indies,Netherlands,12.3,-61.64,-185,Submarine volcano,0,,,,,,,,,,,,,,,,,,,,,
1966,1,13,Tinakula,Santa Cruz Is-SW Pac,Solomon Is.,-10.386,165.804,796,Stratovolcano,3,,,,,,,,,,,,,,,,,,,,,
1966,4,26,Kelud,Java,Indonesia,-7.935,112.314,1730,Stratovolcano,4,"M,m,P",215,3,78,2,86,2,,,,,215,3,78,2,86,2,,,,
